text_preprocessed,label
energy space heating build environment important pillar policy aim co neutral lowtemperature heating 2050 netherlands describe energy agenda farreache reduction heat demand energy conservation significant reduction use natural gas stimulate incorporate sustainably generate electricity sustainable heat cabinet prepare legally bind measure minimum energy label housing association home office explore apply real estate sector addition government continue broaden promotion saving information subsidy home energy savings incentive scheme lowinter loan national energy savings fund support innovative approach come year legal administrative precondition create greatly reduce natural gas build environment partly largescale heat network regulate similar way electricity gas network municipality partly responsible strategic elaboration 4 strategy realization,0
lebanon embark path sustainable energy commitment launch copenhagen 2009 lebanese government develop renewable energy famous commitment define 2010 ministry energy water mew policy paper electricity sector source challenge pride country real challenge concerned party reach target 2020 real pride commitment boost sustainable energy development lebanon high priority level term set number main target implement project actually produce approximately 767 kilotonne oil equivalent ktoe 2020 equivalent 12 project total electricity heating demand lebanon year mew aware target challenge confident align effort national player international ally lead achieve target mew exert possible effort set right policy need mechanism 767 ktoe target reality count partner support promising journey look forward celebrate implementation nreap 20162020 2020 success lebanon lebanon,0
mitigation measure saskatchewan greenhouse gas emissions management reduction regulations general electricity producers brief description saskpower programs brief description saskpower electricity generation initiatives brief description sectors target electricity ghgs target co objective activity target reduce emission electricity production type instrument electricity co ch increase carbon neutral production regulations status implementation measure implement start implementation 2018 implementer 2018 saskatchewan estimate mitigation impact 2020 kt co eq ne management reduction greenhouse gases regulations general electricity generator come force january 1 2018 regulation impose cap greenhouse gas emission province39s coal gasfire electricity generator saskpower impose obligation minor statement independent power producer june 2019 equivalency agreement saskatchewan canada regulation coalfire electricity generation reach agreement allow saskpower manage reduce coal use fleet scale facility scale replace federal regulation january 1 2 impact mitigation measure include estimate federal co emissions reduction measure result amendment coalfired electricity regulation voluntary agreement adopt estimated mitigation impact 2030 kt e co saskatchewan ne na ne october 2018 saskpower launch new power generation partner program pgpp replace exist program small power producers flare gas power generation pgpp twoyear program accept 1 renewable energy generation 25 mw carbonneutral nonrenewable energy generation customer community project yearnovember 2018 saskpower39s net metering program extend november 30 2021 program reach 16 mw new generation whichever come 16 mw cap net metering program reach mid2019 increase program participation modify net metering program subsequently launch november 2019 cap program capacity program end date new program create certainty provide last incentive increase renewable energy province electricity co voluntary agreement implement 2007 2018 saskatchewan ne ne implement reduce ghg emission electricity generation sector improve supply renewable energy saskpower,0
energy sector energy strategy 2050 set number priority assure future energy supply reduction energy consumption broaden portfolio energy source expansion restructuring electricity transmission grid energy storage emphasis place increase energy saving energy efficiency expansion hydropower implementation new renewable energy regard concrete policy measure energy sector swissenergy programme represent major policy instrument engage canton municipality industry environmental consumer association awareness raising promotion increase energy efficiency enhance use renewable energy national building refurbishment programme increase energy efficiency building promote use renewable energy building sector finance revenue co levy heating process fuel building code canton agree cantonal energy director provide set common energy insulation standard model ordinance aim reduce energy consumption building negotiate commitment energy efficiency entitle energyintensive company receive partial refund electricity network surcharge raise promotion renewable energy commit enhance energy efficiency target agreement swiss government obligation offset emission gasfired combinedcycle power plant ensure plan permission power plant give operator commit offset co emission framework negotiate reduction commitment municipal solid waste incineration plant operator swiss association municipal solid waste incineration plant commit reduce net co emission eg effective use heat generate recuperation metal establish monitoring system track progress goal set agreement swiss government,0
accord chinese government proposal 2009 2020 carbon dioxide emission unit gdp reduce 4045 compare 2005 nonfossil energy account 15 primary energy consumption forest area increase 40 million compare 2005 anonperson forest stock volume increase 13 billion cubic meter compare 2005 nationally appropriate mitigation actions nama goal 2011 quottwelfth fiveyear planquot clearly state quottwelfth fiveyear planquot greenhouse gas emission control work plan significantly reduce gross domestic product 2015 carbon dioxide emission value carbon dioxide reduce 17 compare 2010 emission control carbon dioxide emission nonenergy activity greenhouse gas methane nitrous oxide hydrofluorocarbon perfluorocarbon sulfur hexafluoride achieve result,0
1 entry new light vehicle panama present annual growth rate 55 base historical datum adap attt inec 1995 2016 adjustment nonrepresentative year 2 parity price electric vehicle vehicle internal combustion engine reach 2021 government place promotion incentive strategy electric mobility accord recent study deloittexvii year 2024 parity scenario base development technology government assistance premise take account initiative panamanian government year 2022 take possible year parity country car old 10 year remove circulation give total 10000 20000 car come registry annually 4 accord global ev outlook 2018x average worldwide supply vehicle manufacturer go 25 electric vehicle year 2025 250 new electric vehicle model announce 2018 2030 5 accord global ev outlook 2018xix estimate electric vehicle 30 50 efficient wheel internal combustion vehicle depend generation matrix country evaluate intermediate value 40 take panama 6 panama assume ndc update goal year 2030 year establish target year estimate contribution strategy electric mobility way electric mobility include mitigation action say update ndc39s present nama panama 7 baseline study carbon dioxide co emission new vehicle registration panama period 2008 2010 2012 2014 2016 show average emission gram co annual kilometer range 18461 g cokm 2008 20150 g co2 km 2016 xx 8 energy sector report year 2013 total 93704 kt anonperson 408 total emission emission mobile combustion source subsector account total 38216 kt,0
research far relate impact climate change electricity production renewable source explore impact meteorological parameter production potential analyse possible scenario future period example 2013 study carry relate wind power plant impact climate change wind power generation particular impact wind speed change production hydroelectric power plant research meteorological parameter electricity generation meteorological parameter assess need electricity generation hydro power plant aim plan production management system determine potential output 51 52 paper explore possible impact climate change energy generation renewable energy source republic croatia photovoltaic wind power plant hydropower carry 2012 53 climatic datum research retrieve global climate model echamsmpiom datum dynamically adjust regcm regional climate model dhmz result base ipcc a2 scenario future period 20112040 20412070 analyse conclude climate change great impact renewable energy source coastal country increase production expect increase wind speed reduction production hydro power plant anonperson change photovoltaic power generation expect,0
solar technology sun provide daily energy power world 10000 time solar power globally abundant resource currently 14gw solar capacity uk split large scale project small scale rooftop solar cost solar fall 85 cent past decade instal day domestic roof expect fivefold increase deployment 2035 groundmounted solar consult amend plan rule strengthen policy favour development nonprotecte land ensure community continue environmental protection remain place,0
cycling england national body charge coordinate development cycling england include design guidance example good practice etc wwwcyclingenglandcouk cyclists tour club ctc uks national cyclists organisation wwwctcorguk communities local government better place live design companion guide ppg3 2001,0
compare ghg emission electricity generation curve gwh type source figure 41 see maximum emission occur generation hydraulic source decrease consumption diesel especially coal increase observe 1999 20082013 20152017 opposite situation occur period 19901992 20052006 2014 increase water source decrease growth trend emission subcategory see worth note influence use natural gas ghg emission period 19992006 observe ghg emission decrease increase consumption natural gas result entry large supply fuel argentina displace consumption coal diesel likewise 2007 observe cut natural gas supply argentina accompany low water supply drought produce increase consumption diesel coal initially main substitute diesel natural gas plant comparable diesel subsequently coal enter great force give low cost turn increase ghg emission resume upward trend observe 1990 1998 decrease present year 20082010 mainly economic crisis year 2008 earthquake year 2010 drop emission present year 2014 relate fact 2013 rainy year allow storage large amount water reservoir glacier mountain south country increase supply generation 2014 come year see emission increase 2016 great use coal decline 2018 mainly increase participation ncre source solar wind minihydro geothermal return natural gas electricity generation addition possible appreciate diesel increasingly decrease share motivate entry renewable source high price compare fossil alternative,0
plan onee min 25 year energy electricity national reduce kingdom39s energy dependence strengthen electricity production capacity reduce negative impact fossil fuel import state budget kingdom39s trade balance master national resource morocco benefit exceptional level sunshine promote creation new solar industry morocco reduce greenhouse gas emission plant prevent emission 77500 tonne co year main indicator hydroelectric complex agdez objective mitigation measure hydroelectric complex instal capacity 20 mw average annual production 94 gwh year project national energy strategy aim increase 2030 share renewable energy order reach 52 country39s total electricity production capacity project possible 250 77 500 activity plan mitigation measure integrated development renewable energy installation meet good international standard contribution emergence national expertise field renewable energy incentive territorial development area implantation accord sustainable model involve economic human environmental assumptions adopt forecast value average annual production base accumulation loss generate factor internal external installation stand 90 initial nominal producible plant,0
intentionally recklessly destroy dispose falsify conceal b cause permit destruction disposal falsification concealment shall guilty offence false misleading information,0
european climate law legally define commitment european green deal europes economy society climate neutral 2050 law set interim target reduce net greenhouse gas emission 55 2030 compare 1990 level climate neutrality mean achieve net zero greenhouse gas emission eu country mainly reduce emission invest green technology protect natural environment law aim ensure eu policy contribute goal sector economy society play climate law include measure monitor progress adapt action accord exist system process manage member states national energy climate plan regular report european environment agency late scientific evidence climate change impact slovakia action country eu end 2019 agree climate neutrality 2050,0
52 implementation strategy austria commit climate neutral later 2050 decision implementation longterm climate strategy 2050 regular evaluation update require scientific backing number discipline far advice obtain mainly field economic technology natural science climatology biology agriculture forestry expertise need field social,0
united nations climate changeunfccc proposal intended determined contribution national level indc plan achieve unconditional reduction 112 percent total ghg emission take reference base year 2005 project year 2030 goal imply reduce 5385 million ton coeq estimate year 2030 consider business usual bau scenario value 4781 million ton coeq year second proposal aggressive conditional obtain necessary new additional technical financial support new additional public private international resource allow action take achieve condition initiative propose reduction 226 percent project 2030 imply reduce 5385 million ton coeq estimate year 2030 consider bau scenario value 4166 million ton coeq year marn 2015,0
half 2008 coordination mme year energy expansion plan pde 20072016 publish planning instrument prioritize programming work relate physical expansion country39 energy system horizon 10 year study predict 2007 2016 34460 mw add system new hydroelectric plant brl 90 billion invest 2010 2016 characterize water expansion pde deal regional issue place special emphasis treatment socioenvironmental issue perspective sustainable development aim ensure quality reliability country39s energy supply,0
collective delivery eu case individual commitment norwegian emission cover eu ets norway participation ets contribute necessary emission reduction eu ets ensure double counting occur meet emission reduction target nonets sector norway assume access flexibility implementation line eu member state include flexibility eu member state nonets sector anonperson assumption agreement norway eu collective delivery ensure double counting occur situation use international market credit target norway support inclusion market base mechanism 2015 agreement opportunity continue unit accrue cdm ji commitment implement norway individually ambition level 40 emission reduction 2030 compare 1990 stand situation norway assume access flexible mechanism case collective delivery eu norway continue use market base mechanism unfccc strict criterion apply ensure credit represent real verifiable emission reduction double counting avoid norway seek agreement account anonperson participation eu ets,0
energy sector 13 electricity area medium term 2030 increase national electricity production 33 electricity demand national electricity production 75 come renewable source anonperson infrastructure transport energy increase capacity import electrical energy accord guideline master plan electrical infrastructure feda 20162026 ghg emission reduce 32 term electrical energy 7 term thermal energy improve energy efficiency public lighting regulation hourly limitation accordance decree energy saving measure current light pollution regulation anonperson energy intensity minimum 20 long term 2050 increase national electricity production 50 electricity demand 80 national electricity production come renewable energy promote hydraulic solar wind geothermal biomass energy anonperson energy intensity minimum 30,0
123 2 3 secure supply storage fossil fuel ensure fuel receive distribution infrastructure meet international standard fossil fuel invest renewable energy project anonperson dependence policy statement 50 energy nauru come renewable source 2015 highlight chapter 33 solar renewable energy source potential contribute significantly naurus energy mix wind ocean base resource available potential assess ocean base renewable energy technology development consider immediate option nauru,0
scotland march 2021 senedd pass suite regulation set net zero wales 2050 target increase wales decadal emission target set wales carbon budgets 2 3 line relative baseline establish legislation target budget set law carbon budget 2 202125 37 average reduction 0 offset limit carbon budget 3 202630 58 average reduction 2030 63 reduction 2040 89 reduction 2050 100 reduction net zero welsh legislation require welsh government ministers publish plan meet carbon budget net zero wales publish cop26 set policy proposal meet wales carbon budget 2 202125 set wales longerterm pathway net zero northern ireland,0
circumstance particular permit holder licence holder matter minister consider relevant carry financial capability assessment section 89zg,0
ensure 10 share annual production electricity renewable energy source 2020 incentivize use energy produce renewable energy source relation gross final domestic consumption respect plan achieve share 17 renewable energy gross final energy consumption 2020 achieve share 10 energy renewable energy source final energy consumption transport year 2020,0
target set fulfil significant improvement main energy indicator achieve comparison basis situation 2005 forecast 2020 assume preservation presentday policy anonperson forecast 2020 assume implementation strategic goal target scenario key goal pursue energy efficiency improvement main indicator energy intensiveness gdp target twofold reduction energy intensiveness 2020 achieve national indicator expect come close average community reflect sided benefit anonperson target indicator energy intensiveness 456 toemeuro5 enable sustainable economic growth realize low energy demand till 2020 total energy demand decrease 21 gdp increase 585 compare 2005 performance plan measure policy respect energy efficiency produce follow positive effect comparison reference scenario 2020 175 low 194 mio toe final consumption energy saving 268 58 mio toe primary energy year result energy efficient final consumption energy efficiency energy sector large share directly natural gas res result efficiency improvement energy sector adoption direct use natural gas res household relation final total energy demand reach 58 mean energy requirement end user 2020 require 17 primary energy resource compare 2005 respectively 12 compare reference scenario increase use natural gas household positive energy saving environmental effect negative impact respact dependency 3000 result efficiency improvement energy sector adoption direct use natural gas res household relation final total energy demand reach 58 mean energy requirement end user 2020 require 17 primary energy resource compare 2005 respectively 12 compare reference scenario increase use natural gas household positive energy saving environmental effect,0
climate policy sector energy transport goals sectorial policy relate climate change increase energy efficiency increase share renewable energy source res balance energy source increase share district heating res promote res use industry sector reduce relative consumption thermal energy unit dwelling area 30 2020 implement energy save technology renovate public building promote res use transport sector sectoral policy planning document national energy independence strategy energy efficiency law heat economy law energy efficiency action plan multiapartment building renovation modernization programme public building renovation programme national energy independence strategy national renewable energy resources development strategy national renewable energy resources programme 20162020 multiapartment building renovation modernization programme multiapartment building renovation modernization programme law energy renewable sources programme public building renovation programme heat industry development 20152021 program increase energy efficiency public buildings national programme development transport communications law energy renewable source increase share res biofuel electricity 10 mode law energy renewable sources transport comparison final consumption energy transport sector order 3100 minister transport communications republic lithuania,0
2115 uk industry responsible 1316 mtco e emission 2009 accounting 23 uks total anonperson 80 emission originate generate heat need industrial process manufacture steel ceramic remainder chemical reaction involve process cement production 2119 decarbonise uk economy require reduction overall industry emission 70 2050 achieve maintain competitive growth sector entail follow 2116 1990 2009 end user emission industry reduce iii mtco2e uk industrial sector grow average 1 year 40 year sector emission fall 46 1990 embracing cost effective energy efficiency measure sectoral readjustment highervalue product help drive low carbon growth energy intensity uk industry fall average 27 year 1970 1990 average decline 13 year53,0
integration network market trading responsible supervision 86 decisionmake point,0
title mitigation measure anonperson planning phase progress operation progress implement institution masen lifespan photovoltaic solar power plant noor boujdour objective mitigation measure project build polycrystalline photovoltaic solar power plant tracking system capacity 20 mw area 60 ha operate independent power production ipp scheme plant national energy strategy aim increase 2030 share renewable energy order reach 52 country39s total electricity production capacity project allow min 20 year sector subsector master national resource morocco benefit exceptional rate sunshine promote creation new solar industry morocco reduce greenhouse gas emission plant avoid emission 28678 tonne co year activity plan mitigation measure energy electricity scope national regional city national reduce kingdom39s energy dependence strengthen electricity production capacity reduce negative impact fossil fuel import state budget kingdom39s trade balance total cost million mad integrated development renewable energy installation high international standard contribution emergence national expertise field renewable energy incentive territorial development area implantation accord sustainable model involve economic human environmental 300 ghg avoid tcoyear 28678 assumptions forecast value average annual production base accumulation loss generate factor internal external installation stand 60 producible initial rating plant,0
climate action strategy design provide substantial guidance process need achieve climate target strategy aim modernise economy main feature focus rule particular technology strategy design promote develop new technology field renewable energy example increase energy efficiency way conserve resource efficiently time improve performance competitiveness economy business sure transition largely greenhouse gasneutral society decade success story climate policy economic policy need broad view national european international climate target centre climate action strategy strategy economic social concern account economic concern ultimately economic success climate action attractive proposition worldwide social concern principle climate action national international level strong shoulder carry weak one climate action enjoy broad social acceptance need germany economic success social balance achieve modernisation economy beacon success guidance find agenda 2030 17 goal reflect dimension sustainability equally climate action tantamount increase economic performance competitiveness decarbonisation mean restructure industry mean deindustrialisation contrary highly industrialise country germany provide living proof meet national climate target negative impact countrys economic industrial success country follow lead,0
understand zeroemission medium heavyduty vehicles aim 30 percent new sale zeroemission 2030268 ongoing transportation sector initiative federal agency include following subset key program chapter 4 policy measures,0
mitigation prince edward island renewable energy act brief description muskrat falls hydroelectric project newfoundland labrador brief description newfoundland labrador electricity strategy renewable brief description yukon energy corporation atco electric incharge program brief description targeted sectors anonperson ghgs co targeted objective activity obtain clean source energy reduce reliance import energy electricity co ch implement muskrat falls hydroelectric project type instrument renewable electricity strategy regulatory reduce ghg emission fossil fuelfire electricity generation sector anonperson implementation economy measure implement 2005 implement renewable energy act establish minimum purchase price utility pay electricity produce largescale renewable energy generator possible economic plan homeowner small business farmer island interest generate electricity install smallscale electricity generation system net metering currently approximately 25 prince edward island39s electricity consumption come wind farm island 2020 electricity co ch start implementation plan measure planned measure anonperson anonperson 2019 newfoundland labrador project enable closure oilfire thermal generation facility ensure 98 province39s electricity come renewable source project reduce ghg emission 1 mt year province nova scotia project expect complete 2020 estimated mitigation impact 2020 kt co eq ne 1400 newfoundland ne labrador yukon estimated mitigation impact 2030 kt co eq ne ne 1400 building muskrat falls project reduce greenhouse gas emission 10 newfoundland labrador come service newfoundland labrador announce renewable energy strategy 2019 thing increase capacity demand renewable electricity diesel system northern remote indigenous community province electricity co implement 2014 voluntary agreement ne ne yukon energy corporation atco introduce incharge program 2014 promote culture electricity conservation residential sector yukon initiative consist program led automotive heater timer rebate program low cost energy efficient products program,0
state set objective reduce energy consumption stock exist building 38 2020 end state set objective completely renovate 400000 dwelling year 2013 building state public establishment subject audit 2010 objective basis diagnosis establish initiate renovation 2012 treatment energyefficient surface renovation aim reduce energy consumption building 40 greenhouse gas emission building 50 year state encourage local authority compliance freedom administration undertake program renovation building term energy save condition pace indicate precede paragraph policy undertake overseas local authority subject specific support order seismic risk account condition define ordinance 2004559 june 17 2004 partnership contract caticfaiton atwo fait sopol amp rplicor los teusux nowntion motie condition define ordinance 2004559 june 17 2004 partnership contract meet partnership contract carry renovation work term energy save respectively 50 70 million square meter surface area state building main public establishment,1
table 2a description quantify economywide emission reduction target base year party base year base period denmark 1990 base yearbase period 20 1990 20 emission reduction target period reach target base year2020 reporting developed country party information specify common tabular format prejudge position party regard treatment unit marketbase mechanism convention market base mechanism achievement quantified economy wide emission reduction target optional assumption anonperson quantify economywide emission reduction target anonperson commitment joint target eu 28 member states faroe islands greenland include eu territory commitment denmark member eu apply faroe island greenland legally bind target trajectory period 20132020 enshrine euets directive directive 200387ec respective amendment effort sharing decision decision 4002009ec legally bind trajectory result 20 gho reduction 2020 compare 1990 define eus annual target pathway reduce eu ghg emission 2013 2020 effort sharing decision set annual national emission target member states period 20132020 sector cover eu emission trading system ets express percentage change 2005 level march 2013 august 2017 commission formally adopt respectively revise 2017 2020 national annual limit period member state 2020 national target collectively deliver reduction 10 total eu emission sector cover compare 2005 level emission reduction achieve sector cover eu ets 21 2005 emission level,0
cop26 world leaders summit forest day session november 2 2021 united states announce plan conserve global forests critical carbon sink decadelong wholeofgovernment plan set forth approach conserve critical global terrestrial carbon sink deploy range diplomatic policy financing tool firstofitskind plan government seek catalyze global effort conserve restore forest ecosystem serve critical carbon sink subject congressional appropriation 2030 united states intend dedicate 9 billion international climate funding support objective plan united states recognize halt deforestation restore forest scale reach net zero emission 2050 limit warm 15 degree celsius longterm challenge immediately critical decade forest ecosystem provide onethird global mitigation 2030 reduce emission deforestation forest degradation enhance carbon sequester atmosphere forest restoration plan conserve global forests critical carbon sinks devise catalyze ambitious global action end,0
page 22 47 flemish climate strategy 2050 occ supplementary information 1 date 04022020 2020c80760001,0
anonperson result longterm country vision state guatemala promote commitment sector society purpose make basis energy development planning framework contribution 20132027 energy policy development depend joint coordinated action actor public private sector active participation citizen process relate matter way 20132027 energy policy frame vision development contain implementation articulate public policy economic social environmental sector,0
4 seek sustained reduction deforestation rate brazilian bioma order reach zero illegal deforestation specification objective reduction 40 average deforestation rate 20062009 period relation average rate year reference period amazon fund 19962005 period year reach 30 extra reduction relation previous period case amazon bioma achieve specific objective avoid emission 48 billion ton carbon dioxide 2006 2017 consider biomass carbon stock 100 tcha value revaluate completion carbon stock inventory support national forest inventory,0
